"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","95","http://dx.doi.org/10.1145/223904.223905","Display navigation by an expert programmer: a preliminary model of memory","3 ","5","23","261","cognitive simulation; human factors; languages; theory and methods","8","81100301906, Erik M. Altmann, Computer Science, Carnegie Mellon University; 81385593462, Jill H. Larkin, Psychology, Carnegie Mellon University; 81100482886, Bonnie E. John, Computer Science, Psychology and HCI Institute, Carnegie Mellon University; "
"CHI","95","http://dx.doi.org/10.1145/223904.223906","Predictive engineering models using the EPIC architecture for a high-performance task","6 ","0","15","248","cognitive simulation; human factors; human information processing; theory and methods","8","81100254452, David E. Kieras, Artificial Intelligence Laboratory, Electrical Engineering & Computer Science Department, University of Michigan, 1101 Beal Avenue, Ann Arbor, Michigan; 81332536329, Scott D. Wood, Artificial Intelligence Laboratory, Electrical Engineering & Computer Science Department, University of Michigan, 1101 Beal Avenue, Ann Arbor, Michigan; 81100569254, David E. Meyer, Department of Psychology, University of Michigan, 330 Packard Road, Ann Arbor, Michigan; "
"CHI","95","http://dx.doi.org/10.1145/223904.223907","Modeling time-constrained learning in a highly interactive task","5 ","0","12","203","cognitive simulation; games; human factors; performance","8","81100160537, Malcolm I. Bauer, Department of Computer Science and HCI Institute, Carnegie Mellon University,  Pittsburgh, PA; 81100482886, Bonnie E. John, Departments of Computer Science and Psychology and HCI Institute, Carnegie Mellon University, Pittsburgh, PA; "
"CHI","95","http://dx.doi.org/10.1145/223904.223908","KidSim: end user programming of simulations","28 ","4","41","562","algorithms; design; human factors; languages","8","81100562008, Allen Cypher, Advanced Technology Group, Apple Computer, Inc., Cupertino, CA; 81100080090, David Canfield Smith, Advanced Technology Group, Apple Computer, Inc., Cupertino, CA; "
"CHI","95","http://dx.doi.org/10.1145/223904.223909","Building geometry-based widgets by example","5 ","0","15","206","algorithms; human factors; interaction styles; user interfaces","8","81410595121, Dan R. Olsen, Jr., Computer Science Department, Brigham Young University, Provo, UT; 81100415858, Brett Ahlstrom, Computer Science Department, Brigham Young University, Provo, UT; 81100267504, Douglas Kohlert, Computer Science Department, Brigham Young University, Provo, UT; "
"CHI","95","http://dx.doi.org/10.1145/223904.223910","Interactive sketching for the early stages of user interface design","155 ","26","272","3,216","design; human factors; languages","8","81100103519, James A. Landay, Human-Computer Interaction Institute, School of Computer Science, Carnegie Mellon University, 5000 Forbes Ave., Pittsburgh, PA; 81100013136, Brad A. Myers, Human-Computer Interaction Institute, School of Computer Science, Carnegie Mellon University, 5000 Forbes Ave., Pittsburgh, PA; "
"CHI","95","http://dx.doi.org/10.1145/223904.223911","Information foraging in information access environments","85 ","20","219","2,183","algorithms; design; human factors; theory","8","81100252735, Peter Pirolli, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA; 81406592524, Stuart Card, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA; "
"CHI","95","http://dx.doi.org/10.1145/223904.223912","TileBars: visualization of term distribution information in full text information access","158 ","12","123","1,521","design; law; retrieval models","8","81100612246, Marti A. Hearst, Xerox Palo Alto Research Center, 3333 Coyote Hill Rd, Palo Alto, CA; "
"CHI","95","http://dx.doi.org/10.1145/223904.223913","An organic user interface for searching citation links","42 ","26","71","947","algorithms; interaction styles; query processing","7","81452617082, Jock D. Mackinlay, Xerox Palo Alto Research Center, 3333 Coyote Hill Rd, Palo Alto, CA; 81100591911, Ramana Rao, Xerox Palo Alto Research Center, 3333 Coyote Hill Rd, Palo Alto, CA; 81406592524, Stuart K. Card, Xerox Palo Alto Research Center, 3333 Coyote Hill Rd, Palo Alto, CA; "
"CHI","95","http://dx.doi.org/10.1145/223904.223914","End-user training: an empirical study comparing on-line practice methods","2 ","0","17","423","experimentation; human factors; management; training","8","81100387125, Susan Wiedenbeck, Computer Science and Engineering Department, University of Nebraska, Lincoln, NE; 81332538052, Patti L. Zila, Computer Science and Engineering Department, University of Nebraska, Lincoln, NE; 81100626706, Daniel S. McConnell, Computer Science and Engineering Department, University of Nebraska, Lincoln, NE; "
"CHI","95","http://dx.doi.org/10.1145/223904.223915","A comparison of still, animated, or nonillustrated on-line help with written or spoken instructions in a graphical user interface","24 ","5","47","699","algorithms; human factors; interaction styles; performance","8","81100010016, Susan M. Harrison, Department of Computer Science, University of Wisconsin-Eau Claire, Eau Claire, WI; "
"CHI","95","http://dx.doi.org/10.1145/223904.223916","Dynamic generation of follow up question menus: facilitating interactive natural language dialogues","6 ","0","14","152","algorithms; human factors; medical information systems; theory and methods","8","81100474905, Vibhu O. Mittal, Department of Computer Science &, Learning Research & Development Center, University of Pittsburgh, Pittsburgh, PA; 81100045785, Johanna D. Moore, Department of Computer Science &, Learning Research & Development Center, University of Pittsburgh, Pittsburgh, PA; "
"CHI","95","http://dx.doi.org/10.1145/223904.223917","A generic platform for addressing the multimodal challenge","67 ","3","35","637","algorithms; human factors; natural language interfaces; user interface management systems","8","81100087172, Laurence Nigay, Laboratoire de G&#233;nie Informatique (LGI-IMAG), BP 53, 38041 Grenoble Cedex 9, France; 81100015116, Jo&#235;lle Coutaz, Laboratoire de G&#233;nie Informatique (LGI-IMAG), BP 53, 38041 Grenoble Cedex 9, France; "
"CHI","95","http://dx.doi.org/10.1145/223904.223918","Developing dual user interfaces for integrating blind and sighted users: the HOMER UIMS","23 ","2","40","575","algorithms; human factors; interaction styles; theory and methods","8","81100289625, Anthony Savidis, Institute of Computer Science, Foundation for Research and Technology-Hellas (FORTH), Science and Technology Park of Crete, P.O. Box 1385, GR 711 10, Heraklion, Crete, Greece; 81100228071, Constantine Stephanidis, Institute of Computer Science, Foundation for Research and Technology-Hellas (FORTH), Science and Technology Park of Crete, P.O. Box 1385, GR 711 10, Heraklion, Crete, Greece; "
