"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","91","http://dx.doi.org/10.1145/108844.108845","Bringing icons to life","35 ","2","59","1,091","design; hypercard","6","81100448368, Ronald Baecker, Dynamic Graphics Project, Computer Systems Research Institute and Department of Computer Science, University of Toronto; 81100249088, Ian Small, Dynamic Graphics Project, Computer Systems Research Institute and Department of Computer Science, University of Toronto and Human Interface Group, Apple Computer, Inc.; 81100182411, Richard Mander, Human Interface Group, Apple Computer, Inc. and Department of Educational Psychology, Stanford University; "
"CHI","91","http://dx.doi.org/10.1145/108844.108846","Usability testing of a graphical programming system: things we missed in a programming walkthrough","9 ","2","21","483","design; languages","6","81100406040, Brigham Bell, Institute of Cognitive Science and Department of Computer Science, University of Colorado, Boulder, Colorado; 81100642568, John Rieman, Institute of Cognitive Science and Department of Computer Science, University of Colorado, Boulder, Colorado; 81100349845, Clayton Lewis, Institute of Cognitive Science and Department of Computer Science and Center for Advanced Decision Support for Water and Environmental Systems, University of Colorado, Boulder, Colorado; "
"CHI","91","http://dx.doi.org/10.1145/108844.108847","Two approaches to casual interaction over computer and video networks","35 ","3","22","472","computer conferencing, teleconferencing, and videoconferencing; privacy; video","7","81100164129, Alan Borning; 81100009075, Michael Travers; "
"CHI","91","http://dx.doi.org/10.1145/108844.108848","Expressive richness: a comparison of speech and text as media for revision","38 ","11","49","777","audio input/output; documentation; human factors; theory","6","81100234627, Barbara L. Chalfonte, Bellcore, Morristown, NJ; 81332498460, Robert S. Fish, Bellcore, Morristown, NJ; 81328489038, Robert E. Kraut, Bellcore, Morristown, NJ; "
"CHI","91","http://dx.doi.org/10.1145/108844.108849","Applications: a dimension space for user interface management systems","4 ","0","17","195","design; human factors; user interface management systems","6","81100015116, Jo&#235;lle Coutaz, Laboratoire de G&#233;nie Informatique (IMAG), BP 53 X, 38041 Grenoble Cedex, France; 81100128308, Sandrine Balbo, Laboratoire de G&#233;nie Informatique (IMAG), BP 53 X, 38041 Grenoble Cedex, France; "
"CHI","91","http://dx.doi.org/10.1145/108844.108850","EAGER: programming repetitive tasks by example","80 ","2","49","588","design; hypercard; user interfaces","7","81100562008, Allen Cypher, Advanced Technology Group, Apple Computer, Inc., Cupertino, CA; "
"CHI","91","http://dx.doi.org/10.1145/108844.108851","Flexible user interface coupling in a collaborative system","49 ","6","37","645","design; organizational design; theory and models","8","81100528908, Prasun Dewan, Department of Computer Sciences, Purdue University, W. Lafayette, IN; 81100652512, Rajiv Choudhard, Department of Computer Sciences, Purdue University, W. Lafayette, IN; "
"CHI","91","http://dx.doi.org/10.1145/108844.108852","Designing a desktop information system: observations and issues","7 ","0","16","374","design; theory and methods","6","81100235869, Thomas Erickson, Human Interface, Advanced Technology Group, Apple Computer, Inc., 20525 Mariani Ave., MS 76-3H, Cupertino, California; 81408600569, Gitta Salomon, Human Interface, Advanced Technology Group, Apple Computer, Inc., 20525 Mariani Ave., MS 76-3H, Cupertino, California; "
"CHI","91","http://dx.doi.org/10.1145/108844.108853","Intertwining query construction and relevance evaluation","6 ","0","11","216","design; retrieval models; user interfaces","8","81409592298, Gerhard Fischer, Department of Computer Science and Institute of Cognitive Science, University of Colorado, Boulder, Colorado; 81328488338, Scott Henninger, Department of Computer Science and Institute of Cognitive Science, University of Colorado, Boulder, Colorado; 81100332258, David Redmiles, Department of Computer Science and Institute of Cognitive Science, University of Colorado, Boulder, Colorado; "
"CHI","91","http://dx.doi.org/10.1145/108844.108854","Information access in complex, poorly structured information spaces","23 ","2","23","388","bulletin boards; human factors; interaction styles","8","81409592298, Gerhard Fischer, Department of Computer Science and Institute of Cognitive Science, University of Colorado, Boulder; 81332529994, Curt Stevens, Department of Computer Science and Institute of Cognitive Science, University of Colorado, Boulder; "
